# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-04-27 00:11:56; hka-aqm-n005;  20.00;  43.87;   415;   711;    12;     1;   -97;   -97;   7.2; drag-lps8-02; 6; 7; 125000; 163
2022-04-27 00:27:02; hka-aqm-n005;  20.00;  43.71;   414;   687;    12;     1;   -90;   -90;   6.8; drag-outd-01; 2; 7; 125000; 164
2022-04-27 00:42:08; hka-aqm-n005;  19.98;  43.84;   417;   709;    12;     1;   -92;   -92;   8.8; drag-outd-01; 0; 7; 125000; 165
2022-04-27 00:57:14; hka-aqm-n005;  20.02;  43.74;   411;   721;    12;     1;   -95;   -95;   9.0; drag-outd-01; 4; 7; 125000; 166
2022-04-27 01:12:20; hka-aqm-n005;  20.02;  43.77;   414;   752;    12;     1;   -96;   -96;   6.8; drag-outd-01; 5; 7; 125000; 167
2022-04-27 01:27:26; hka-aqm-n005;  20.01;  43.68;   415;   742;    12;     1;  -101;  -101;   8.0; drag-lps8-02; 7; 7; 125000; 168
2022-04-27 01:42:34; hka-aqm-n005;  19.96;  43.74;   411;   713;    12;     1;   -96;   -96;   8.0; drag-outd-01; 3; 7; 125000; 169
2022-04-27 01:57:40; hka-aqm-n005;  19.97;  43.77;   417;   732;    12;     1;   -92;   -92;   8.0; drag-outd-01; 7; 7; 125000; 170
2022-04-27 02:12:46; hka-aqm-n005;  19.94;  43.87;   419;   769;    13;     1;   -95;   -95;   6.5; drag-outd-01; 5; 7; 125000; 171
2022-04-27 02:27:53; hka-aqm-n005;  19.92;  43.84;   416;   726;    12;     1;   -96;   -96;   8.2; drag-outd-01; 3; 7; 125000; 172
2022-04-27 02:42:59; hka-aqm-n005;  19.93;  43.90;   411;   729;    13;     1;   -89;   -89;   6.8; drag-outd-01; 2; 7; 125000; 173
2022-04-27 02:58:05; hka-aqm-n005;  19.88;  43.97;   413;   721;    12;     1;   -93;   -93;   9.5; drag-outd-01; 0; 7; 125000; 174
2022-04-27 03:13:11; hka-aqm-n005;  19.84;  43.94;   411;   708;    12;     1;   -97;   -97;   7.0; drag-lps8-02; 6; 7; 125000; 175
2022-04-27 03:28:17; hka-aqm-n005;  19.84;  44.03;   411;   736;    12;     1;  -103;  -103;   3.8; drag-lps8-02; 1; 7; 125000; 176
2022-04-27 03:43:23; hka-aqm-n005;  19.84;  44.07;   412;   768;    12;     1;   -96;   -96;   8.5; drag-outd-01; 4; 7; 125000; 177
2022-04-27 03:58:29; hka-aqm-n005;  19.83;  44.10;   414;   757;    13;     1;   -90;   -90;   9.5; drag-outd-01; 1; 7; 125000; 178
2022-04-27 04:13:36; hka-aqm-n005;  19.85;  44.13;   424;   777;    12;     1;   -95;   -95;   6.5; drag-lps8-02; 5; 7; 125000; 179
2022-04-27 04:28:42; hka-aqm-n005;  19.85;  44.00;   414;   740;    12;     1;   -91;   -91;   8.2; drag-outd-01; 7; 7; 125000; 180
2022-04-27 04:43:48; hka-aqm-n005;  19.85;  44.07;   416;   719;    12;     1;   -89;   -89;   7.5; drag-outd-01; 2; 7; 125000; 181
2022-04-27 04:58:55; hka-aqm-n005;  19.82;  44.13;   414;   739;    12;     1;   -91;   -91;   8.0; drag-outd-01; 0; 7; 125000; 182
2022-04-27 05:14:07; hka-aqm-n005;  19.85;  44.07;   416;   743;    12;     1;   -97;   -97;   8.2; drag-lps8-02; 4; 7; 125000; 184
2022-04-27 05:29:19; hka-aqm-n005;  19.78;  44.13;   414;   874;    12;     1;   -94;   -94;   8.5; drag-lps8-02; 4; 7; 125000; 186
2022-04-27 05:44:25; hka-aqm-n005;  19.79;  44.20;   414;   798;    13;     1;   -90;   -90;   7.5; drag-outd-01; 2; 7; 125000; 187
2022-04-27 05:59:32; hka-aqm-n005;  19.76;  44.16;   414;   813;    12;     1;   -94;   -94;   7.0; drag-lps8-02; 3; 7; 125000; 188
2022-04-27 06:14:38; hka-aqm-n005;  19.82;  44.03;   414;   833;    13;     1;   -99;   -99;   7.8; drag-lps8-02; 7; 7; 125000; 189
2022-04-27 06:29:44; hka-aqm-n005;  19.80;  44.10;   415;   851;    13;     1;   -90;   -90;   9.5; drag-outd-01; 1; 7; 125000; 190
2022-04-27 06:44:50; hka-aqm-n005;  19.79;  44.16;   417;   800;    15;     2;  -100;  -100;   8.8; drag-lps8-02; 0; 7; 125000; 191
